object_id,ra,dec,phot_z,stellar_mass,P_merge,vis_class,tidal_feature_vis,shell,stream,tail,plume,double_nucleus,vis_class_flag
75339524577724856,241.3974666460228,54.6925681074714,0.21822509169578552,18125000704.0,0.947586178779602,1,0,0,0,0,0,0,0
41623279684845809,353.0912666209964,-0.1403000008455494,0.07630129903554916,8141899776.0,0.8577280044555664,1,1,0,0,1,1,1,0
38558227813651528,37.18139715840408,-4.324582422530055,0.2717709243297577,22560999424.0,0.9042676687240601,1,0,0,0,0,0,0,0
75339378548832808,241.8644103473838,54.310257405877785,0.18215227127075195,37093998592.0,0.9071466326713562,1,1,0,0,1,1,1,0
38553692328191536,35.90766573914527,-4.286862845125928,0.2444368302822113,18649999360.0,0.8003191351890564,1,0,0,0,0,0,0,0
37489777389367657,35.27765655922619,-5.697619803065518,0.22170905768871307,74192003072.0,0.5398751497268677,1,0,0,0,0,0,0,0
75339515987791352,241.46844000128974,54.362077644528384,0.19023773074150085,138099998720.0,0.5725710391998291,1,0,0,0,0,0,0,0
41619555948200266,350.80980573577136,-0.698190971664057,0.1338505744934082,29311000576.0,0.8405611515045166,1,0,0,0,0,0,0,0
42094544971389530,150.7023858566232,0.7086906914926707,0.1559842824935913,12135999488.0,0.8319408893585205,1,0,0,0,0,0,0,0
42687993487592822,351.14209888806874,0.2269891191606406,0.27791616320610046,13377999872.0,0.8586620092391968,1,0,0,0,0,0,0,0
38554242084013349,35.12511303734395,-4.2384150258836035,0.25055837631225586,27199000576.0,0.5820695757865906,1,0,0,0,0,0,0,0
41623558857715292,352.6973600912783,-0.037878980216978414,0.16410134732723236,10547000320.0,0.8785573244094849,1,0,0,0,0,0,0,0
37489648540356213,35.45278528832138,-5.3072874504142495,0.38971495628356934,32029999104.0,0.5094996094703674,1,1,0,0,0,0,1,0
75338562505051094,243.65168713011792,54.67280013060924,0.22113186120986938,10842999808.0,0.6214337944984436,1,0,0,0,0,0,0,1
37493926327772971,37.11499405793841,-4.659630132365702,0.24599233269691467,29874999296.0,0.56087327003479,1,0,0,0,0,0,0,0
38554117529958266,35.306900586701886,-3.6427025277949396,0.32948407530784607,74276003840.0,0.7306209802627563,1,0,0,0,0,0,0,0
75338961937008923,242.6688222608399,54.10846680940008,0.33593839406967163,77364002816.0,0.9609395861625671,1,1,0,0,0,1,1,0
43154074748608615,148.92448105067143,2.7686962193971305,0.33599111437797546,106580000768.0,0.7176182270050049,1,0,0,0,0,0,0,0
75958949056118891,244.27381178158424,55.58549797165674,0.27711254358291626,23320999936.0,0.8361546993255615,1,0,0,0,0,0,0,0
37493922032808147,37.24573426314043,-4.789254062999534,0.17985905706882477,15303000064.0,0.6694973707199097,1,0,0,0,0,0,0,0
