ra,dec,source
32.3736,1.1684,1803_05447
32.4003,1.0912,1803_05447
32.4874,0.8766,1803_05447
32.6755,-0.6383,1803_05447
32.7421,1.2058,1803_05447
32.7766,-0.6552,1803_05447
32.7845,-0.6546,1803_05447
32.8177,-0.6499,1803_05447
32.9995,1.2184,1803_05447
33.0018,1.2259,1803_05447
33.028,1.2093,1803_05447
33.2314,-0.467,1803_05447
33.41,-0.7171,1803_05447
33.5075,-0.9774,1803_05447
34.0158,0.9176,1803_05447
34.1651,-0.6546,1803_05447
34.1866,1.0696,1803_05447
34.1986,-0.6524,1803_05447
34.2612,0.6125,1803_05447
34.27,1.2443,1803_05447
34.465,1.2244,1803_05447
34.5871,0.3785,1803_05447
34.7494,-0.6014,1803_05447
35.2817,1.2182,1803_05447
35.4426,0.5647,1803_05447
35.4632,-0.9624,1803_05447
35.782,0.9904,1803_05447
36.1633,0.8044,1803_05447
36.5052,1.0181,1803_05447
36.5281,-0.3317,1803_05447
36.5966,-0.4919,1803_05447
36.8305,1.0256,1803_05447
36.8872,-0.2443,1803_05447
36.9024,-0.386,1803_05447
37.0433,0.0147,1803_05447
37.0606,0.6528,1803_05447
37.1525,-0.2466,1803_05447
37.2173,0.8834,1803_05447
37.228,0.3704,1803_05447
37.3735,0.7807,1803_05447
37.3875,0.8938,1803_05447
37.3913,0.3736,1803_05447
37.3951,-0.3125,1803_05447
37.4137,0.1234,1803_05447
37.4439,1.1108,1803_05447
37.4564,0.8132,1803_05447
37.4851,1.1792,1803_05447
37.5826,0.9131,1803_05447
37.6198,1.0878,1803_05447
37.625,0.7904,1803_05447
37.6254,0.3801,1803_05447
37.6992,0.6042,1803_05447
37.7052,-1.0152,1803_05447
37.723,0.9666,1803_05447
37.7738,1.2163,1803_05447
37.8042,0.3671,1803_05447
37.8053,1.2449,1803_05447
37.8073,1.194,1803_05447
37.8347,0.0638,1803_05447
37.8588,1.2474,1803_05447
37.8902,0.7566,1803_05447
37.9072,-0.1398,1803_05447
37.9269,1.1969,1803_05447
37.93,0.9045,1803_05447
37.9308,0.2935,1803_05447
37.9356,-0.9452,1803_05447
37.9576,1.2481,1803_05447
37.9767,1.1157,1803_05447
37.9907,1.2465,1803_05447
37.9976,0.748,1803_05447
37.9982,0.91,1803_05447
38.0223,1.21,1803_05447
38.0429,1.2474,1803_05447
38.0465,0.9136,1803_05447
38.0768,0.9926,1803_05447
38.0784,0.9003,1803_05447
38.0812,0.6718,1803_05447
38.0901,1.175,1803_05447
38.104,0.9642,1803_05447
38.1082,0.3402,1803_05447
38.1189,0.8895,1803_05447
38.1222,0.776,1803_05447
38.1251,0.2337,1803_05447
38.1325,0.0579,1803_05447
38.1463,1.0942,1803_05447
38.1525,0.9764,1803_05447
38.1534,1.0936,1803_05447
38.1591,0.5945,1803_05447
38.1637,0.6176,1803_05447
38.1652,-0.7016,1803_05447
38.1673,0.2601,1803_05447
38.1773,0.9706,1803_05447
38.1978,0.678,1803_05447
38.2042,1.1639,1803_05447
38.209,-0.3531,1803_05447
38.2093,0.661,1803_05447
38.2117,1.1492,1803_05447
38.2328,0.6833,1803_05447
38.2332,1.2308,1803_05447
38.2453,1.1533,1803_05447
38.2475,0.4467,1803_05447
38.2537,0.6742,1803_05447
38.2551,0.4208,1803_05447
38.2645,0.6826,1803_05447
38.2663,0.6451,1803_05447
38.2682,0.6937,1803_05447
38.2691,0.9312,1803_05447
38.313,0.3892,1803_05447
38.3815,1.14,1803_05447
38.3857,-0.0759,1803_05447
38.4239,1.1144,1803_05447
38.4635,1.0809,1803_05447
38.4651,1.1372,1803_05447
38.4845,0.924,1803_05447
38.5505,-0.2047,1803_05447
38.671,0.8115,1803_05447
38.8937,0.6646,1803_05447
38.9049,0.683,1803_05447
39.0984,0.7087,1803_05447
39.3792,-1.1245,1803_05447
39.6677,0.5604,1803_05447
39.6711,-0.7562,1803_05447
39.6992,1.2226,1803_05447
39.7941,1.1434,1803_05447
40.2004,1.1048,1803_05447
40.2851,1.1255,1803_05447
40.2915,1.1181,1803_05447
40.3409,0.0582,1803_05447
40.3956,1.2349,1803_05447
40.5569,0.3828,1803_05447
40.5602,0.8779,1803_05447
40.9159,0.6674,1803_05447
41.0063,0.1764,1803_05447
41.0684,0.3416,1803_05447
41.3186,-0.1345,1803_05447
41.4483,-0.2407,1803_05447
41.5196,-0.0129,1803_05447
41.5948,-1.1715,1803_05447
41.7205,-0.4542,1803_05447
41.7272,-0.4363,1803_05447
41.8084,-0.8499,1803_05447
41.8661,-0.2851,1803_05447
41.8686,-0.268,1803_05447
41.8731,-0.5374,1803_05447
41.8834,-1.2464,1803_05447
41.9095,-0.8543,1803_05447
42.0703,-0.2863,1803_05447
42.1436,-0.993,1803_05447
42.1612,-0.2712,1803_05447
42.2002,-0.9831,1803_05447
42.2118,-0.7673,1803_05447
42.228,-0.9667,1803_05447
42.3117,-1.2079,1803_05447
42.3665,-0.873,1803_05447
42.3874,-0.7843,1803_05447
42.3975,-0.7234,1803_05447
42.4029,-1.175,1803_05447
42.4037,-0.859,1803_05447
42.4072,-0.8424,1803_05447
42.4207,-0.5232,1803_05447
42.4734,-1.0034,1803_05447
42.5032,-1.2486,1803_05447
42.542,-0.8671,1803_05447
42.5476,-0.999,1803_05447
42.5826,-0.7263,1803_05447
42.6078,-1.2498,1803_05447
42.6992,-0.6117,1803_05447
42.8031,-0.9653,1803_05447
42.8055,-0.8449,1803_05447
42.8125,-0.9732,1803_05447
42.8963,-0.7336,1803_05447
42.9426,-1.1528,1803_05447
42.9776,-0.98,1803_05447
42.9838,-0.8363,1803_05447
42.999,-1.1746,1803_05447
43.0798,-0.8481,1803_05447
43.1488,-1.2323,1803_05447
43.1562,-1.169,1803_05447
43.1976,-1.2004,1803_05447
43.201,-1.2193,1803_05447
43.2226,-0.8637,1803_05447
43.251,-1.1428,1803_05447
43.2988,-0.8564,1803_05447
43.3326,-1.1332,1803_05447
43.4669,-0.2885,1803_05447
43.5222,0.0068,1803_05447
43.5931,-0.4225,1803_05447
43.5948,-0.4106,1803_05447
43.609,-0.6895,1803_05447
43.7312,0.1107,1803_05447
43.7635,-1.1892,1803_05447
43.8508,-1.0271,1803_05447
43.9538,1.0793,1803_05447
43.9659,1.2194,1803_05447
44.1133,0.8758,1803_05447
44.2991,-0.223,1803_05447
44.328,-1.1921,1803_05447
330.4587,-0.7073,1803_05447
330.534,-0.6365,1803_05447
331.0365,-0.9255,1803_05447
331.233,-0.5975,1803_05447
331.2446,-0.4643,1803_05447
331.2507,-1.0353,1803_05447
331.3095,-0.6481,1803_05447
331.4258,-0.5612,1803_05447
331.5382,-0.1185,1803_05447
332.1437,0.5117,1803_05447
332.3193,-0.994,1803_05447
332.9971,-0.2531,1803_05447
333.1577,0.5113,1803_05447
333.1705,0.5012,1803_05447
334.1083,-0.6682,1803_05447
334.1452,-0.7221,1803_05447
334.7204,-1.0587,1803_05447
336.2829,-0.7683,1803_05447
336.3205,-0.9093,1803_05447
336.9758,-1.149,1803_05447
337.1224,0.2772,1803_05447
337.1261,0.6923,1803_05447
337.2773,-0.1797,1803_05447
337.9039,0.2148,1803_05447
338.0527,0.5576,1803_05447
338.3633,0.7387,1803_05447
338.4278,-0.6736,1803_05447
338.4574,0.483,1803_05447
338.6531,0.1736,1803_05447
339.3469,-1.0252,1803_05447
340.2012,-1.1536,1803_05447
341.1019,-0.162,1803_05447
341.1951,-0.087,1803_05447
341.5177,0.9373,1803_05447
341.7681,-0.0737,1803_05447
341.9144,0.3211,1803_05447
342.0138,0.1147,1803_05447
342.3948,0.1747,1803_05447
342.4476,1.025,1803_05447
343.0943,1.0925,1803_05447
343.1821,1.0792,1803_05447
343.1946,1.1328,1803_05447
343.2052,1.2013,1803_05447
343.2438,1.1431,1803_05447
343.2633,0.0445,1803_05447
343.2688,1.1446,1803_05447
343.6207,0.8992,1803_05447
344.3385,1.1971,1803_05447
344.5188,-0.4619,1803_05447
344.7634,-0.3294,1803_05447
346.0173,0.7807,1803_05447
346.4816,-0.5397,1803_05447
346.616,-0.017,1803_05447
346.6498,0.6118,1803_05447
346.663,0.5783,1803_05447
347.3241,0.0641,1803_05447
347.3457,1.0013,1803_05447
347.7663,0.9049,1803_05447
348.581,0.1826,1803_05447
348.6383,0.2361,1803_05447
350.1467,-0.8806,1803_05447
351.0871,0.9966,1803_05447
351.1861,1.0302,1803_05447
351.3519,0.7701,1803_05447
351.8772,-0.8539,1803_05447
352.4664,0.1466,1803_05447
352.4733,0.2513,1803_05447
352.607,0.1568,1803_05447
352.6336,0.0812,1803_05447
352.6388,0.1439,1803_05447
352.6427,0.1357,1803_05447
352.6962,0.0865,1803_05447
352.8468,-0.0306,1803_05447
352.9992,-0.8051,1803_05447
353.0249,1.1187,1803_05447
353.0715,-0.7978,1803_05447
353.1055,-0.8468,1803_05447
353.1492,-0.7372,1803_05447
353.1715,-0.757,1803_05447
353.2473,0.722,1803_05447
353.8081,0.0417,1803_05447
353.8313,1.1914,1803_05447
353.9855,0.7042,1803_05447
354.7734,0.5541,1803_05447
354.7861,0.4634,1803_05447
354.8147,-0.0549,1803_05447
354.922,-0.0344,1803_05447
354.927,0.8324,1803_05447
355.022,-0.6277,1803_05447
355.1362,-0.5508,1803_05447
355.1601,-0.8917,1803_05447
355.1852,-0.8877,1803_05447
355.2685,1.1342,1803_05447
355.3265,-0.6124,1803_05447
355.5383,0.285,1803_05447
355.5484,0.3578,1803_05447
355.6084,0.2561,1803_05447
355.7882,0.3635,1803_05447
355.9831,0.2181,1803_05447
356.0085,0.517,1803_05447
356.073,0.4418,1803_05447
356.0925,0.0965,1803_05447
356.1254,0.3206,1803_05447
356.1575,0.178,1803_05447
356.2627,0.3206,1803_05447
356.2702,-0.2707,1803_05447
356.7569,0.5526,1803_05447
357.0151,1.0567,1803_05447
357.0985,0.1705,1803_05447
357.2414,0.5149,1803_05447
357.3205,0.3996,1803_05447
357.4415,-0.6579,1803_05447
357.4572,-0.0269,1803_05447
357.4906,-0.6485,1803_05447
357.5433,-1.0168,1803_05447
357.6904,-1.0795,1803_05447
358.0448,-0.4282,1803_05447
358.056,0.0854,1803_05447
358.0661,0.103,1803_05447
358.0945,-0.6287,1803_05447
358.2474,-0.3661,1803_05447
358.2699,-0.5968,1803_05447
358.3572,-0.5066,1803_05447
358.3792,-0.7401,1803_05447
358.4552,-0.9743,1803_05447
358.4688,-0.0987,1803_05447
358.4689,-0.73,1803_05447
358.5513,-0.0104,1803_05447
358.6167,-0.0579,1803_05447
358.635,-0.0469,1803_05447
358.7615,-0.4754,1803_05447
358.7836,0.2569,1803_05447
358.7973,0.0856,1803_05447
358.9036,0.0243,1803_05447
358.9667,0.558,1803_05447
359.0163,-0.9885,1803_05447
359.0322,0.5497,1803_05447
359.0365,0.4823,1803_05447
359.047,-0.0292,1803_05447
359.0564,-0.5404,1803_05447
359.0622,0.5086,1803_05447
359.1138,-0.8445,1803_05447
359.1441,0.5504,1803_05447
359.4324,0.6552,1803_05447
359.7749,0.5501,1803_05447
2.956,-1.0871,1803_05447
13.9633,-1.0736,1803_05447
29.6703,0.5289,1803_05447
35.4877,0.2207,1803_05447
37.96,-1.0432,1803_05447
22.5079,0.7365,1803_05447
30.75,0.0274,1803_05447
34.0985,0.9048,1803_05447
14.7689,-0.2026,1803_05447
22.3202,-0.0305,1803_05447
343.0527,1.062,1803_05447
18.4138,0.8741,1807_07195
21.3957,7.9908,1807_07195
27.1545,28.6427,1807_07195
28.9989,-0.1855,1807_07195
30.6615,-9.3703,1807_07195
30.8279,22.0441,1807_07195
32.5408,-1.4013,1807_07195
34.3948,-7.704,1807_07195
35.4799,-9.4766,1807_07195
35.5498,-8.5101,1807_07195
36.946,-8.6261,1807_07195
40.82292,3.64472,1807_07195
109.6395,31.3866,1807_07195
118.8437,15.0938,1807_07195
120.3283,25.2899,1807_07195
122.4474,21.6215,1807_07195
122.7846,46.4656,1807_07195
125.4696,34.3272,1807_07195
127.3861,14.4518,1807_07195
128.3229,19.3466,1807_07195
128.3457,29.5386,1807_07195
128.8927,3.6717,1807_07195
129.1278,5.1659,1807_07195
132.908,-2.366,1807_07195
134.6239,6.3213,1807_07195
135.0654,35.7276,1807_07195
135.0999,25.6147,1807_07195
135.6726,13.1077,1807_07195
137.7848,42.6562,1807_07195
139.1047,42.9916,1807_07195
139.1834,59.7746,1807_07195
140.1685,19.3374,1807_07195
142.2739,66.4579,1807_07195
142.5268,60.4481,1807_07195
143.4291,33.6002,1807_07195
144.5608,19.7111,1807_07195
145.7212,9.49164,1807_07195
146.03,-0.6598,1807_07195
147.2779,44.0477,1807_07195
147.9137,44.319,1807_07195
147.9874,68.8841,1807_07195
148.4811,7.0465,1807_07195
148.8737,8.39062,1807_07195
149.1918,28.8288,1807_07195
150.0195,45.5198,1807_07195
150.0242,43.1919,1807_07195
150.3099,37.0709,1807_07195
151.8945,-6.5232,1807_07195
152.043,2.4634,1807_07195
152.6575,5.1502,1807_07195
154.2989,4.3312,1807_07195
154.3874,43.1448,1807_07195
154.7562,21.2836,1807_07195
156.2691,17.1494,1807_07195
157.4553,16.1809,1807_07195
158.5039,-2.3663,1807_07195
158.6911,50.7683,1807_07195
158.8002,46.2367,1807_07195
163.3549,16.7711,1807_07195
163.4561,57.1186,1807_07195
163.6635,54.3052,1807_07195
165.4623,16.6069,1807_07195
167.4654,-2.9778,1807_07195
168.4562,21.5205,1807_07195
170.0612,2.52246,1807_07195
170.6666,13.3305,1807_07195
171.3825,38.0605,1807_07195
171.467,-0.6615,1807_07195
172.3137,20.5831,1807_07195
173.7706,2.5513,1807_07195
173.955,16.0266,1807_07195
175.1175,19.4097,1807_07195
175.3414,46.3932,1807_07195
175.3545,24.9516,1807_07195
176.4793,17.1923,1807_07195
177.0757,-1.6399,1807_07195
177.5113,15.0231,1807_07195
177.584,25.9618,1807_07195
178.1549,-2.4694,1807_07195
179.1355,32.1303,1807_07195
180.0115,24.8892,1807_07195
180.9725,25.4352,1807_07195
181.56,58.9711,1807_07195
182.9358,19.4906,1807_07195
183.277,17.0988,1807_07195
186.092,21.1569,1807_07195
186.1191,13.3858,1807_07195
186.4687,5.8095,1807_07195
187.0463,44.0935,1807_07195
187.6515,41.6436,1807_07195
188.0033,49.6303,1807_07195
189.7371,38.0902,1807_07195
189.8345,-3.8083,1807_07195
189.9053,45.4392,1807_07195
190.4004,-0.1216,1807_07195
191.0289,45.005,1807_07195
191.5972,48.2352,1807_07195
191.8241,47.1616,1807_07195
192.4243,-4.5797,1807_07195
193.3083,4.465,1807_07195
193.7166,2.6527,1807_07195
194.2144,16.5067,1807_07195
194.6983,-4.3861,1807_07195
199.218,12.5482,1807_07195
199.9133,30.2566,1807_07195
202.1943,-2.038,1807_07195
202.5723,31.3327,1807_07195
203.2852,54.8275,1807_07195
203.5622,31.425,1807_07195
205.7475,52.6883,1807_07195
205.8047,36.7493,1807_07195
205.8624,43.1885,1807_07195
207.4594,37.7306,1807_07195
207.9732,64.3728,1807_07195
208.9394,-6.0028,1807_07195
209.1966,-4.6923,1807_07195
209.2236,36.9454,1807_07195
210.1351,55.246,1807_07195
210.4178,7.9979,1807_07195
211.2216,12.7288,1807_07195
212.5531,-2.5744,1807_07195
214.6066,25.5018,1807_07195
214.6805,21.8175,1807_07195
215.3427,-3.7588,1807_07195
217.4622,44.4476,1807_07195
217.7876,27.2373,1807_07195
219.0358,28.4505,1807_07195
219.1908,51.4597,1807_07195
219.9387,23.3965,1807_07195
221.3852,31.4155,1807_07195
222.2,-3.7163,1807_07195
222.4531,36.3965,1807_07195
222.7356,35.5721,1807_07195
223.5488,30.2095,1807_07195
224.4108,26.6683,1807_07195
226.3632,23.6883,1807_07195
226.7837,-2.6627,1807_07195
226.9514,55.1857,1807_07195
227.3164,19.8486,1807_07195
229.3553,42.9559,1807_07195
229.6666,22.0863,1807_07195
231.8578,11.2842,1807_07195
231.9358,12.9708,1807_07195
232.3709,26.0075,1807_07195
233.7504,46.8146,1807_07195
233.9737,38.6777,1807_07195
234.0806,30.6811,1807_07195
237.0172,4.2423,1807_07195
237.7562,10.0311,1807_07195
238.6718,16.6173,1807_07195
241.4178,50.7544,1807_07195
241.4459,41.3182,1807_07195
241.6708,6.5808,1807_07195
245.3675,28.6399,1807_07195
246.9728,48.4248,1807_07195
247.9531,20.4107,1807_07195
249.5121,26.4527,1807_07195
251.7956,21.0952,1807_07195
258.2862,59.3277,1807_07195
319.9287,-7.5523,1807_07195
325.6345,15.3,1807_07195
330.6332,19.7501,1807_07195
332.0383,4.69,1807_07195
334.032,22.9333,1807_07195
336.861,12.0944,1807_07195
339.8411,13.8822,1807_07195
345.7469,16.6052,1807_07195
349.9917,-0.9855,1807_07195
350.1466,-0.8809,1807_07195
351.099,-0.1075,1807_07195
351.6245,1.9602,1807_07195
351.6595,11.7423,1807_07195
352.5412,25.5327,1807_07195
352.9928,28.9472,1807_07195
354.3894,17.9962,1807_07195
355.1846,-0.8874,1807_07195
359.9042,14.8078,1807_07195
187.18912494,-8.64240929,2104_06071
228.471916,4.461239,2104_06071
25.16263911,-31.82085075,2104_06071
26.62308444,-13.24764447,2104_06071
27.66399829,-12.6795564,2104_06071
29.06700918,3.76187016,2104_06071
31.45255925,-5.29384248,2104_06071
5.55642044,10.49158512,2104_06071
9.33978708,-19.93426638,2104_06071
12.01367083,-2.77528056,2104_06071
22.66963174,-1.99436653,2104_06071
27.29505962,-10.426337,2104_06071
30.2769287,-6.81587495,2104_06071
40.87181696,-14.75420292,2104_06071
50.52731207,-15.39994214,2104_06071
152.15163412,18.23124832,2104_06071
163.5869125,27.23965556,2104_06071
172.04590844,25.66114014,2104_06071
186.42837498,0.57257726,2104_06071
186.46110828,10.45903055,2104_06071
233.90377886,56.46169031,2104_06071
119.80445793,32.91470391,2104_06071
170.75854583,34.49773056,2104_06071
206.84234416,30.33345824,2104_06071
24.77720552,-7.51263222,2209_08636
40.93473101,-29.00326358,2209_08636
46.51258333,-15.61127222,2209_08636
119.21804511,60.34937771,2209_08636
123.24147917,36.25450833,2209_08636
130.66583717,14.2856167,2209_08636
134.7739784,53.77155936,2209_08636
138.52133196,40.1138,2209_08636
169.58890433,45.74820112,2209_08636
186.32542678,4.92513489,2209_08636
192.53046414,72.87462588,2209_08636
193.66922571,28.93867607,2209_08636
193.81470386,2.89667243,2209_08636
206.598725,43.87203889,2209_08636
212.87241334,-5.04361089,2209_08636
216.17835833,-3.21214167,2209_08636
216.63871389,56.58261797,2209_08636
221.54636756,-0.222923,2209_08636
225.23211667,-7.45731389,2209_08636
354.70257482,-6.51787477,2209_08636
0.75613,-0.31716,2406_13496
1.8701,0.90169,2406_13496
2.26488,-0.58253,2406_13496
7.35044,0.31575,2406_13496
13.72821,0.43372,2406_13496
14.08171,-0.12576,2406_13496
15.84552,-0.46923,2406_13496
17.08944,0.04368,2406_13496
18.23926,-0.345,2406_13496
18.6244,0.21522,2406_13496
19.43399,0.25434,2406_13496
19.67695,1.1346,2406_13496
20.13038,0.78572,2406_13496
20.2708,0.10292,2406_13496
21.17076,0.08109,2406_13496
23.50383,-0.53683,2406_13496
24.76539,0.43667,2406_13496
28.2646,1.02305,2406_13496
29.74327,-0.48984,2406_13496
30.19102,-0.90786,2406_13496
30.25862,0.03129,2406_13496
31.9602,-0.38421,2406_13496
31.97232,-0.02835,2406_13496
32.79416,-0.51687,2406_13496
37.93556,-0.94535,2406_13496
38.65716,-0.97985,2406_13496
41.52514,0.56355,2406_13496
43.96324,0.56408,2406_13496
47.10241,-0.55866,2406_13496
49.3604,-0.09421,2406_13496
52.60547,0.27378,2406_13496
53.38157,0.69928,2406_13496
311.043,-0.41547,2406_13496
314.20637,-0.23774,2406_13496
315.13693,0.29442,2406_13496
316.50807,-0.50361,2406_13496
319.09166,-0.73014,2406_13496
323.21103,1.15324,2406_13496
325.5426,-0.2877,2406_13496
327.67642,0.91201,2406_13496
330.52009,-0.38229,2406_13496
336.82471,-0.68212,2406_13496
337.22315,0.77054,2406_13496
339.88871,0.41084,2406_13496
344.08555,0.48698,2406_13496
344.1738,0.16169,2406_13496
350.00776,-0.10197,2406_13496
350.83207,-0.49982,2406_13496
353.01133,1.22329,2406_13496
354.82611,-0.64319,2406_13496
5.72384,-0.99712,2406_13496
6.03629,0.37913,2406_13496
10.57439,0.3707,2406_13496
13.3955,0.59626,2406_13496
16.59915,-0.16965,2406_13496
17.69276,0.79335,2406_13496
17.898,0.46228,2406_13496
19.46848,0.78079,2406_13496
22.97732,0.49202,2406_13496
23.6386,-0.4303,2406_13496
23.75164,-0.45117,2406_13496
24.46947,1.04303,2406_13496
25.14949,0.25854,2406_13496
27.11468,0.39393,2406_13496
27.56087,0.06211,2406_13496
28.69831,-0.7235,2406_13496
29.23671,1.16805,2406_13496
30.18109,1.01942,2406_13496
30.56906,-0.53304,2406_13496
31.24546,-0.26359,2406_13496
32.72181,-0.92063,2406_13496
32.77656,-0.65528,2406_13496
33.78917,-0.70357,2406_13496
36.64127,-1.10789,2406_13496
37.9107,-1.08262,2406_13496
39.17708,-0.01708,2406_13496
40.0789,0.43967,2406_13496
42.14331,-0.99324,2406_13496
46.89375,-1.04942,2406_13496
49.64189,-0.36224,2406_13496
56.60797,-0.59911,2406_13496
313.3526,0.65198,2406_13496
314.39313,0.34109,2406_13496
319.276,-0.62669,2406_13496
320.07803,-1.09339,2406_13496
320.15142,1.21234,2406_13496
326.30545,-0.18557,2406_13496
326.57991,-0.20788,2406_13496
331.37818,0.07724,2406_13496
333.7481,1.01956,2406_13496
336.16729,-0.89715,2406_13496
336.38395,0.03903,2406_13496
339.0076,-0.56015,2406_13496
340.03024,-0.81837,2406_13496
341.09551,-0.11431,2406_13496
346.59386,-0.82193,2406_13496
347.32405,0.06416,2406_13496
347.62387,0.27306,2406_13496
349.01868,-0.12261,2406_13496
351.13954,-0.73058,2406_13496
352.97156,-0.8265,2406_13496
355.22855,-1.07404,2406_13496
308.7608,-44.5274,2407_20483
35.4048,-64.6103,2407_20483
24.4181,-60.8653,2407_20483
340.8275,-59.4142,2407_20483
82.4354,-53.7556,2407_20483
87.813,-53.5746,2407_20483
308.5792,-54.8467,2407_20483
30.6285,-50.9319,2407_20483
45.8525,-50.4881,2407_20483
341.2002,-49.277,2407_20483
6.0912,-45.5073,2407_20483
12.9865,-43.4776,2407_20483
309.8261,-44.6088,2407_20483
319.5263,-46.3007,2407_20483
325.0013,-44.0962,2407_20483
325.4938,-44.0917,2407_20483
308.7697,-41.685,2407_20483
21.3131,-33.4088,2407_20483
20.2808,-26.726,2407_20483
21.641,-23.2271,2407_20483
52.91,-25.0088,2407_20483
62.5937,-23.6173,2407_20483
71.637,-26.4112,2407_20483
57.2412,-22.1318,2407_20483
18.5288,-32.6521,2407_20483
37.9619,-36.6734,2407_20483
40.4111,-28.1722,2407_20483
48.7532,-30.708,2407_20483
64.4722,-56.6163,2407_20483
42.663,-1.7342,2407_20483
42.7241,-54.9766,2407_20483
65.9437,-51.5997,2407_20483
343.5864,-45.348,2407_20483
347.9205,-2.161,2407_20483
31.7797,-25.4439,2407_20483
36.2666,-24.7905,2407_20483
37.237,-22.3496,2407_20483
0.3796,-40.8196,2407_20483
341.0415,-57.9392,2407_20483
48.731,-62.9874,2407_20483
49.789,-61.5145,2407_20483
11.0258,5.2592,2407_20483
19.2737,-55.9591,2407_20483
25.7061,-54.5238,2407_20483
34.7909,-53.3704,2407_20483
74.5152,-39.3889,2407_20483
316.9826,-40.7353,2407_20483
29.2572,-34.1937,2407_20483
62.8904,-27.2743,2407_20483
58.7478,-20.11,2407_20483
69.0135,-23.7295,2407_20483
44.641,-33.8358,2407_20483
84.0906,-45.1766,2407_20483
60.4779,-51.7533,2407_20483
85.8891,-39.4715,2407_20483
67.8642,-26.4139,2407_20483
30.5553,-6.0789,2407_20483
31.4528,-5.2947,2407_20483
35.7654,-1.7489,2407_20483
20.226667,19.516278,2502_14531
44.1275,15.923,2502_14531
156.135417,47.836306,2502_14531
156.309583,47.745833,2502_14531
167.8075,28.734556,2502_14531
194.860833,27.998444,2502_14531
195.135417,28.033833,2502_14531
195.2675,27.765556,2502_14531
227.98,5.638167,2502_14531
342.498333,10.873306,2502_14531
348.1825,10.722528,2502_14531
348.17375,10.738306,2502_14531
348.374583,10.379417,2502_14531
348.365,10.374417,2502_14531
357.685833,27.27825,2502_14531
17.878888,17.457995,2502_14531
17.882192,17.609381,2502_14531
25.813381,6.554159,2502_14531
26.225615,6.38295,2502_14531
27.283573,14.221135,2502_14531
27.285417,13.962861,2502_14531
27.451133,13.84631,2502_14531
44.154073,13.004558,2502_14531
79.270523,6.172417,2502_14531
93.569523,48.378326,2502_14531
100.09194,69.967313,2502_14531
116.044925,9.234112,2502_14531
117.355476,52.04375,2502_14531
118.188519,29.405885,2502_14531
118.504914,29.420762,2502_14531
118.506025,29.437427,2502_14531
123.665965,58.222177,2502_14531
123.936703,58.321017,2502_14531
127.182836,30.405352,2502_14531
127.4222,30.688373,2502_14531
136.910766,16.592621,2502_14531
147.979809,5.712064,2502_14531
156.801606,10.984194,2502_14531
157.091027,10.727597,2502_14531
159.021312,41.421745,2502_14531
159.025891,41.453541,2502_14531
159.50264,41.764194,2502_14531
164.940379,10.796817,2502_14531
165.188659,10.568083,2502_14531
168.10112,39.613875,2502_14531
169.081513,29.253911,2502_14531
171.703864,35.249622,2502_14531
172.297598,54.116694,2502_14531
175.461621,10.276678,2502_14531
175.520162,10.339691,2502_14531
175.529333,10.147528,2502_14531
175.692387,10.301782,2502_14531
